Date,Raid,Boss,Loot,Player,Loot Category,How Decided,Loot Number
9/26/2020,AQ,Bug Trio,Boots of the Fallen Hero,Zquirlz,,Loot Council,1780
9/26/2020,AQ,Bug Trio,Ternary Mantle,Parnok,Big Loot,Loot Council,1781
9/26/2020,AQ,Bug Trio,Imperial Qiraji Armaments,Ppe,Big Loot,Loot Council,1782
9/26/2020,AQ,Battleguard Sartura,Creeping Vine Helm,Kreation,,Loot Council,1783
9/26/2020,AQ,Battleguard Sartura,Silithid Claw,Orgeth,,Loot Council,1784
9/26/2020,AQ,Fankriss,Barbed Choker,Wazn,,Loot Council,1785
9/26/2020,AQ,Fankriss,Fetish of the Sand Reaver,Kickin,,Loot Council,1786
9/26/2020,AQ,Fankriss,Imperial Qiraji Armaments,Orlin,Big Loot,Loot Council,1787
9/26/2020,AQ,Huhuran,Qiraji Bindings of Command,Ferv,T2.5,Loot Council,1788
9/26/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Belowzero,T2.5,Loot Council,1789
9/26/2020,AQ,Huhuran,Wasphide Gauntlets,Drustix,Big Loot,Loot Council,1790
9/26/2020,AQ,Twin Emps,Vek'lor's Diadem,Sneekyshak,T2.5,Loot Council,1791
9/26/2020,AQ,Twin Emps,Vek'nilash's Circlet,Chadwell,T2.5,Loot Council,1792
9/26/2020,AQ,Twin Emps,Regenerating Belt of Vek'nilash,Drukong,,Roll,1793
9/26/2020,AQ,Twin Emps,Vek'lor's Gloves of Devastation,Rockfin,,Loot Council,1794
9/27/2020,AQ,Cthun,Carapace of the Old God,Tactless,T2.5,Loot Council,1795
9/27/2020,AQ,Cthun,Husk of the Old God,Bankky,T2.5,Roll,1796
9/27/2020,AQ,Cthun,Cloak of Clarity,Mnite,Big Loot,Loot Council,1797
9/27/2020,AQ,Cthun,Eyestalk Waist Cord,Mfjones,Big Loot,Loot Council,1798
9/27/2020,AQ,Cthun,Eye of C'Thun,Kreation,,Loot Council,1799
9/27/2020,AQ,Ouro,Ouro's Intact Hide,Sneekyshak,T2.5,Loot Council,1800
9/27/2020,AQ,Ouro,Skin of the Great Sandworm,Kreation,T2.5,Roll,1801
9/27/2020,AQ,Ouro,Wormscale Blocker,Xestius,,Loot Council,1802
9/27/2020,BWL,Razorgore,Bloodfang Bracers,,T2,DE,1803
9/27/2020,BWL,Razorgore,Bindings of Transcendence,Stokington,T2,Loot Council,1804
9/27/2020,BWL,Razorgore,The Black Book,,,DE,1805
9/27/2020,BWL,Vaelastraz,Waistband of Wrath,Rockfin,T2,Loot Council,1806
9/27/2020,BWL,Vaelastraz,Belt of Ten Storms,Myassballs,T2,Loot Council,1807
9/27/2020,BWL,Vaelastraz,Red Dragonscale Protector,Myassballs,,Loot Council,1808
9/27/2020,BWL,Broodlord,Bloodfang Boots,,T2,DE,1809
9/27/2020,BWL,Broodlord,Stormrage Boots,Drustix,T2,Loot Council,1810
9/27/2020,BWL,Broodlord,Lifegiving Gem,Orlin,,Roll,1811
9/27/2020,BWL,Firemaw,Gauntlets of Ten Storms,Myassballs,T2,Loot Council,1812
9/27/2020,BWL,Firemaw,Cloak of Firemaw,Rockfin,,Roll,1813
9/27/2020,BWL,Ebonroc,Nemesis Gloves,,T2,DE,1814
9/27/2020,BWL,Ebonroc,Aegis of Preservation,,,DE,1815
9/27/2020,BWL,Flamegor,Ring of Blackrock,Malosi,,Loot Council,1816
9/27/2020,BWL,Flamegor,Shroud of Pure Thought,Stokington,,Loot Council,1817
9/27/2020,BWL,Chromaggus,Netherwind Mantle,Bandingo,T2,Loot Council,1818
9/27/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,1819
9/27/2020,BWL,Chromaggus,Primalist's Linked Waistguard,,,DE,1820
9/27/2020,BWL,Chromaggus,Chromatic Boots,Bmurda,Big Loot,Loot Council,1821
9/27/2020,BWL,Nefarian,Dragonstalker's Breastplate,,T2,DE,1822
9/27/2020,BWL,Nefarian,Netherwind Robes,,T2,DE,1823
9/27/2020,BWL,Nefarian,Boots of the Shadow Flame,Rockfin,,Loot Council,1824
9/27/2020,BWL,Nefarian,Mish'undare,Belowzero,Big Loot,Loot Council,1825
9/27/2020,BWL,Nefarian,Head of Nefarian,Rockfin,,Loot Council,1826
9/27/2020,AQ,Viscidus,Qiraji Bindings of Command,Ferv,T2.5,Loot Council,1827
9/27/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Oneblindman,T2.5,Loot Council,1828
9/27/2020,AQ,Viscidus,Scarab Brooch,Parnok,,Roll,1829
10/3/2020,AQ,Prophet Skeram,Cloak of Concentrated Hatred,Ferv,Big Loot,Loot Council,1830
10/3/2020,AQ,Prophet Skeram,Hammer of Ji'zhil,Kreation,,Roll,1831
10/3/2020,AQ,Bug Trio,Ternary Mantle,Suthernheals,Big Loot,Loot Council,1832
10/3/2020,AQ,Bug Trio,Ooze-ridden Gauntlets,Rockfin,NR Gear,Roll,1833
10/3/2020,AQ,Battleguard Sartura,Leggings of the Festering Swarm,Carstiendook,,Loot Council,1834
10/3/2020,AQ,Battleguard Sartura,Robes of the Battleguard,Aoegrinder,,Roll,1835
10/3/2020,AQ,Battleguard Sartura,Imperial Qiraji Regalia,Stokington,Big Loot,Loot Council,1836
10/3/2020,AQ,Fankriss,Barbed Choker,Orlin,,Loot Council,1837
10/3/2020,AQ,Fankriss,Hive Tunneler's Boots,Zuljinatazi,,Roll,1838
10/3/2020,AQ,Fankriss,Imperial Qiraji Regalia,Theymademedo,Big Loot,Loot Council,1839
10/3/2020,AQ,Huhuran,Qiraji Bindings of Command,Sneekyshak,T2.5,Loot Council,1840
10/3/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Maulzy,T2.5,Loot Council,1841
10/3/2020,AQ,Huhuran,Huhuran's Stinger,Zuljinatazi,,Loot Council,1842
10/3/2020,AQ,Twin Emps,Vek'lor's Diadem,Mnite,T2.5,Loot Council,1843
10/3/2020,AQ,Twin Emps,Vek'nilash's Circlet,Rockfin,T2.5,Loot Council,1844
10/3/2020,AQ,Twin Emps,Regenerating Belt of Vek'nilash,,,DE,1845
10/3/2020,AQ,Twin Emps,Boots of Epiphany,Vodkas,,Roll,1846
10/3/2020,AQ,Twin Emps,Imperial Qiraji Armaments,Chadwell,Big Loot,Loot Council,1847
10/3/2020,AQ,Trash,Ritssyn's Ring of Chaos,Belowzero,Big Loot,Loot Council,1848
10/3/2020,AQ,Cthun,Carapace of the Old God,Mnite,T2.5,Loot Council,1849
10/3/2020,AQ,Cthun,Husk of the Old God,Carstiendook,T2.5,Loot Council,1850
10/3/2020,AQ,Cthun,Dark Storm Gauntlets,Angrysnape,Big Loot,Loot Council,1851
10/3/2020,AQ,Cthun,Cloak of Clarity,Malosi,Big Loot,Loot Council,1852
10/3/2020,AQ,Cthun,Eye of C'Thun,Oneblindman,,Loot Council,1853
10/3/2020,AQ,Ouro,Ouro's Intact Hide,Tactless,T2.5,Loot Council,1854
10/3/2020,AQ,Ouro,Skin of the Great Sandworm,Maulzy,T2.5,Loot Council,1855
10/3/2020,AQ,Ouro,Wormscale Blocker,Maulzy,,Loot Council,1856
10/4/2020,BWL,Razorgore,Dragonstalker's Bracers,Kaypossible,T2,Loot Council,1857
10/4/2020,BWL,Razorgore,Netherwind Bindings,Fakemaster,T2,Loot Council,1858
10/4/2020,BWL,Razorgore,Spineshatter,Rockfin,,Loot Council,1859
10/4/2020,BWL,Vaelastraz,Nemesis Belt,,T2,DE,1860
10/4/2020,BWL,Vaelastraz,Stormrage Belt,,T2,DE,1861
10/4/2020,BWL,Vaelastraz,Pendant of the Fallen Dragon,Zamasue,,Loot Council,1862
10/4/2020,BWL,Broodlord,Greaves of Ten Storms,Myassballs,T2,Loot Council,1863
10/4/2020,BWL,Broodlord,Greaves of Ten Storms,Zamasue,T2,Loot Council,1864
10/4/2020,BWL,Broodlord,Bracers of Arcane Accuracy,Carstiendook,,Loot Council,1865
10/4/2020,BWL,Firemaw,Handguards of Transcendence,,T2,DE,1866
10/4/2020,BWL,Firemaw,Primalist's Linked Legguards,,,DE,1867
10/4/2020,BWL,Ebonroc,Taut Dragonhide Belt,,,DE,1868
10/4/2020,BWL,Ebonroc,Dragonbreath Hand Cannon,Orlin,,Loot Council,1869
10/4/2020,BWL,Flamegor,Bloodfang Gloves,Smelldcheese,T2,Loot Council,1870
10/4/2020,BWL,Flamegor,Dragon's Touch,Fakemaster,,Loot Council,1871
10/4/2020,BWL,Chromaggus,Bloodfang Spaulders,,T2,DE,1872
10/4/2020,BWL,Chromaggus,Dragonstalker's Spaulders,Zuljinatazi,T2,Loot Council,1873
10/4/2020,BWL,Chromaggus,Taut Dragonhide Gloves,,,DE,1874
10/4/2020,BWL,Chromaggus,Angelista's Grasp,Stokington,,Roll,1875
10/4/2020,BWL,Nefarian,Stormrage Chestguard,,T2,DE,1876
10/4/2020,BWL,Nefarian,Netherwind Robes,Fakemaster,T2,Loot Council,1877
10/4/2020,BWL,Nefarian,Therazane's Link,Zamasue,,Roll,1878
10/4/2020,BWL,Nefarian,Prestor's Talisman of Connivery,Smelldcheese,Big Loot,Loot Council,1879
10/4/2020,BWL,Nefarian,Head of Nefarian,Bankky,,Roll,1880
10/4/2020,MC,Garr,Giantstalker's Helmet,,,DE,1881
10/4/2020,MC,Garr,Nightslayer Cover,,,DE,1882
10/4/2020,MC,Garr,Brutality Blade,Dylanger,,Roll,1883
10/4/2020,MC,Baron Geddon,Arcanist Mantle,,,DE,1884
10/4/2020,MC,Baron Geddon,Earthfury Spaulders,Myassballs,,Loot Council,1885
10/4/2020,AQ,Viscidus,Qiraji Bindings of Command,Bmurda,T2.5,Loot Council,1886
10/4/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Maulzy,T2.5,Loot Council,1887
10/4/2020,AQ,Viscidus,Scarab Brooch,Xestius,,Roll,1888
10/10/2020,AQ,Prophet Skeram,Cloak of Concentrated Hatred,Kaypossible,,Loot Council,1889
10/10/2020,AQ,Prophet Skeram,Ring of Swarming Thought,Oneblindman,,Roll,1890
10/10/2020,AQ,Bug Trio,Guise of the Devourer,Jeeroy,Big Loot,Loot Council,1891
10/10/2020,AQ,Bug Trio,Angelista's Charm,Ugrashi,,Loot Council,1892
10/10/2020,AQ,Battleguard Sartura,Sartura's Might,Drustix,Big Loot,Loot Council,1893
10/10/2020,AQ,Battleguard Sartura,Recomposed Boots,Theymademedo,NR Gear,Roll,1894
10/10/2020,AQ,Fankriss,Barbed Choker,Kickin,,Loot Council,1895
10/10/2020,AQ,Fankriss,Hive Tunneler's Boots,Drustix,,Roll,1896
10/10/2020,AQ,Huhuran,Qiraji Bindings of Command,Sneekyshak,T2.5,Loot Council,1897
10/10/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Carstiendook,T2.5,Loot Council,1898
10/10/2020,AQ,Huhuran,Cloak of the Golden Hive,Zquirlz,,Roll,1899
10/10/2020,AQ,Twin Emps,Vek'lor's Diadem,Maulzy,T2.5,Loot Council,1900
10/10/2020,AQ,Twin Emps,Vek'nilash's Circlet,Scartissue,T2.5,Loot Council,1901
10/10/2020,AQ,Twin Emps,Bracelets of Royal Redemption,Parnok,Big Loot,Loot Council,1902
10/10/2020,AQ,Twin Emps,Boots of Epiphany,Fakemaster,,Loot Council,1903
10/10/2020,AQ,Cthun,Carapace of the Old God,Sneekyshak,T2.5,Loot Council,1904
10/10/2020,AQ,Cthun,Husk of the Old God,Fakemaster,T2.5,Roll,1905
10/10/2020,AQ,Cthun,Belt of Never-ending Agony,Smelldcheese,Big Loot,Loot Council,1906
10/10/2020,AQ,Cthun,Gauntlets of Annihilation,Ppe,Big Loot,Loot Council,1907
10/10/2020,AQ,Cthun,Eye of C'Thun,Scartissue,,Loot Council,1908
10/10/2020,AQ,Ouro,Ouro's Intact Hide,Chadwell,T2.5,Loot Council,1909
10/10/2020,AQ,Ouro,Skin of the Great Sandworm,Kaypossible,T2.5,Roll,1910
10/10/2020,AQ,Ouro,Larvae of the Great Worm,Frotro,,Loot Council,1911
10/10/2020,AQ,Viscidus,Qiraji Bindings of Command,Tactless,T2.5,Loot Council,1912
10/10/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Wasian,T2.5,Loot Council,1913
10/10/2020,AQ,Viscidus,Idol of Health,Arcturra,,Loot Council,1914
10/11/2020,BWL,Razorgore,Bracers of Ten Storms,Zamasue,T2,Roll,1915
10/11/2020,BWL,Razorgore,Bloodfang Bracers,,T2,DE,1916
10/11/2020,BWL,Razorgore,Spineshatter,,,DE,1917
10/11/2020,BWL,Vaelastraz,Nemesis Belt,,T2,DE,1918
10/11/2020,BWL,Vaelastraz,Belt of Transcendence,Scartissue,T2,Loot Council,1919
10/11/2020,BWL,Vaelastraz,Red Dragonscale Protector,Ugrashi,,Loot Council,1920
10/11/2020,BWL,Broodlord,Boots of Transcendence,Healstix,T2,Loot Council,1921
10/11/2020,BWL,Broodlord,Nemesis Boots,,T2,DE,1922
10/11/2020,BWL,Broodlord,Bracers of Arcane Accuracy,Fakemaster,,Loot Council,1923
10/11/2020,BWL,Firemaw,Rejuvenating Gem,Maulzy,Big Loot,Loot Council,1924
10/11/2020,BWL,Firemaw,Cloak of Firemaw,Zuljinatazi,,Loot Council,1925
10/11/2020,BWL,Ebonroc,Nemesis Gloves,,T2,DE,1926
10/11/2020,BWL,Ebonroc,Band of Forced Concentration,Fakemaster,,Loot Council,1927
10/11/2020,BWL,Flamegor,Netherwind Gloves,Fakemaster,T2,Loot Council,1928
10/11/2020,BWL,Flamegor,Herald of Woe,Kreation,,Roll,1929
10/11/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,1930
10/11/2020,BWL,Chromaggus,Netherwind Mantle,Fakemaster,T2,Loot Council,1931
10/11/2020,BWL,Chromaggus,Elementium Threaded Cloak,,,DE,1932
10/11/2020,BWL,Chromaggus,Angelista's Grasp,Theymademedo,,Roll,1933
10/11/2020,BWL,Nefarian,Breastplate of Ten Storms,Ugrashi,,Loot Council,1934
10/11/2020,BWL,Nefarian,Breastplate of Ten Storms,Zamasue,,Loot Council,1935
10/11/2020,BWL,Nefarian,Cloak of the Brood Lord,Fakemaster,,Roll,1936
10/11/2020,BWL,Nefarian,Ashkandi,Kaypossible,Big Loot,Loot Council,1937
10/11/2020,BWL,Nefarian,Head of Nefarian,Zuljinatazi,,Roll,1938
10/11/2020,BWL,Trash,Draconic Maul,,,DE,1939
10/11/2020,BWL,Trash,Doom's Edge,Zquirlz,,Roll,1940
10/11/2020,MC,Lucifron,Earthfury Boots,Ugrashi,,Roll,1941
10/11/2020,MC,Lucifron,Manastorm Leggings,Angrysnape,,Roll,1942
10/11/2020,MC,Magmadar,Cenarion Leggings,,,DE,1943
10/11/2020,MC,Magmadar,Aged Core Leather Gloves,Rockfin,,Loot Council,1944
10/11/2020,MC,Magmadar,Striker's Mark,Kickin,,Loot Council,1945
10/11/2020,MC,Gehennas,Earthfury Gauntlets,Zamasue,,Roll,1946
10/11/2020,MC,Gehennas,Sabatons of Might,Rockfin,,Roll,1947
10/11/2020,MC,MC,Cenarion Helm,,,DE,1948
10/11/2020,MC,Garr,Felheart Horns,,,DE,1949
10/11/2020,MC,Garr,Sabatons of the Flamewalker,Zuljinatazi,,Roll,1950
10/11/2020,MC,Baron Geddon,Arcanist Mantle,Blumpkinbolt,,Roll,1951
10/11/2020,MC,Baron Geddon,Quick Strike Ring,Orlin,,Loot Council,1952
10/11/2020,MC,Shazzrah,Arcanist Gloves,,,DE,1953
10/11/2020,MC,Shazzrah,Felheart Slippers,,,DE,1954
10/11/2020,MC,Sulfuron,Mantle of Prophecy,,,DE,1955
10/11/2020,MC,Sulfuron,Ring of Spell Power,Fakemaster,,Loot Council,1956
10/11/2020,MC,Golemagg,Breastplate of Might,Rockfin,,Roll,1957
10/11/2020,MC,Golemagg,Arcanist Robes,Blumpkinbolt,,Roll,1958
10/11/2020,MC,Golemagg,Blatershot Launcher,Ferv,,Roll,1959
10/11/2020,MC,Majordomo,Cauterizing Band,Xestius,,Loot Council,1960
10/11/2020,MC,Majordomo,Finkle's Lava Dredger,,,DE,1961
10/11/2020,MC,Majordomo,The Eye of Divinity,,,DE,1962
10/11/2020,MC,Ragnaros,Stormrage Legguards,,,DE,1963
10/11/2020,MC,Ragnaros,Stormrage Legguards,,,DE,1964
10/11/2020,MC,Ragnaros,Malistar's Defender,Zamasue,,Loot Council,1965
10/11/2020,MC,Ragnaros,Perdition's Blade,Rockfin,Big Loot,Loot Council,1966
10/11/2020,MC,Trash,Giantstalker's Bracers,Zuljinatazi,,Loot Council,1967
10/17/2020,AQ,Prophet Skeram,Breastplate of Annihilation,Frotro,Big Loot,Loot Council,1968
10/17/2020,AQ,Prophet Skeram,Pendant of the Qiraji Guardian,Bobstank,,Roll,1969
10/17/2020,AQ,Bug Trio,Cape of the Trinity,Myassballs,,Roll,1970
10/17/2020,AQ,Bug Trio,Ooze-ridden Gauntlets,Chadwell,NR Gear,Roll,1971
10/17/2020,AQ,Bug Trio,Imperial Qiraji Regalia,Kreation,Big Loot,Loot Council,1972
10/17/2020,AQ,Battleguard Sartura,Gauntlets of Steadfast Determination,Kickin,,Roll,1973
10/17/2020,AQ,Battleguard Sartura,Scaled Leggings of the Qiraji Fury,Maulzy,,Roll,1974
10/17/2020,AQ,Fankriss,Barbed Choker,Rockfin,,Loot Council,1975
10/17/2020,AQ,Fankriss,Pauldrons of the Unrelenting,Rockfin,,Roll,1976
10/17/2020,AQ,Fankriss,Imperial Qiraji Regalia,Fakemaster,Big Loot,Loot Council,1977
10/17/2020,AQ,Huhuran,Qiraji Bindings of Command,Dylanger,T2.5,Loot Council,1978
10/17/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Belowzero,T2.5,Roll,1979
10/17/2020,AQ,Huhuran,Cloak of the Golden Hive,Sambro,,Loot Council,1980
10/17/2020,AQ,Twin Emps,Vek'lor's Diadem,Ugrashi,T2.5,Roll,1981
10/17/2020,AQ,Twin Emps,Vek'nilash's Circlet,Frotro,T2.5,Roll,1982
10/17/2020,AQ,Twin Emps,Amulet of Vek'nilash,Angrysnape,Big Loot,Loot Council,1983
10/17/2020,AQ,Twin Emps,Royal Qiraji Belt,Zquirlz,,Loot Council,1984
10/17/2020,AQ,Cthun,Carapace of the Old God,Maulzy,T2.5,Loot Council,1985
10/17/2020,AQ,Cthun,Husk of the Old God,Mfjones,T2.5,Roll,1986
10/17/2020,AQ,Cthun,Mark of C'Thun,Bmurda,,Roll,1987
10/17/2020,AQ,Cthun,Dark Storm Gauntlets,Bankky,Big Loot,Loot Council,1988
10/17/2020,AQ,Cthun,Vanquished Tentacle of C'Thun,Sambro,,Roll,1989
10/17/2020,AQ,Cthun,Eye of C'Thun,Belowzero,,Loot Council,1990
10/17/2020,AQ,Viscidus,Qiraji Bindings of Command,Dylanger,T2.5,Loot Council,1991
10/17/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Ugrashi,T2.5,Loot Council,1992
10/17/2020,AQ,Viscidus,Scarab Brooch,Kreation,,Roll,1993
10/18/2020,BWL,Razorgore,Bloodfang Bracers,,T2,DE,1994
10/18/2020,BWL,Razorgore,Bracers of Ten Storms,,T2,DE,1995
10/18/2020,BWL,Razorgore,Gloves of Rapid Evolution,Oneblindman,,Roll,1996
10/18/2020,BWL,Vaelastraz,Stormrage Belt,,T2,DE,1997
10/18/2020,BWL,Vaelastraz,Belt of Transcendence,,T2,DE,1998
10/18/2020,BWL,Vaelastraz,Rune of Metamorphosis,,,DE,1999
10/18/2020,BWL,Broodlord,Bloodfang Boots,,T2,DE,2000
10/18/2020,BWL,Broodlord,Bloodfang Boots,,T2,DE,2001
10/18/2020,BWL,Broodlord,Black Brood Pauldrons,,,DE,2002
10/18/2020,BWL,Firemaw,Dragonstalker's Gauntlets,Zuljinatazi,T2,Loot Council,2003
10/18/2020,BWL,Firemaw,Primalist's Linked Legguards,,,DE,2004
10/18/2020,BWL,Ebonroc,Drake Fang Talisman,Tactless,Big Loot,Loot Council,2005
10/18/2020,BWL,Ebonroc,Ring of Blackrock,Zamasue,,Loot Council,2006
10/18/2020,BWL,Flamegor,Stormrage Handguards,,T2,DE,2007
10/18/2020,BWL,Flamegor,Circle of Applied Force,Muttadile,,Loot Council,2008
10/18/2020,BWL,Chromaggus,Netherwind Mantle,,T2,DE,2009
10/18/2020,BWL,Chromaggus,Pauldrons of Wrath,Kickin,T2,Roll,2010
10/18/2020,BWL,Chromaggus,Taut Dragonhide Gloves,,,DE,2011
10/18/2020,BWL,Chromaggus,Taut Dragonhide Shoulderpads,Kaypossible,,Loot Council,2012
10/18/2020,BWL,Nefarian,Stormrage Chestguard,,T2,DE,2013
10/18/2020,BWL,Nefarian,Breastplate of Wrath,Rockfin,T2,Roll,2014
10/18/2020,BWL,Nefarian,Archimitros' Ring of Reckoning,Zuljinatazi,,Loot Council,2015
10/18/2020,BWL,Nefarian,Therazane's Link,Xestius,,Roll,2016
10/18/2020,BWL,Nefarian,Head of Nefarian,Muttadile,,Roll,2017
10/18/2020,BWL,Trash,Cloak of Draconic Might,Subtracity,,Loot Council,2018
10/18/2020,BWL,Trash,Doom's Edge,Muttadile,,Loot Council,2019
10/18/2020,MC,Garr,Nightslayer Cover,,,DE,2020
10/18/2020,MC,Garr,Drillborer Disk,Xestius,,Roll,2021
10/18/2020,MC,Garr,Flameguard Gauntlets,Bobstank,,Loot Council,2022
10/18/2020,MC,Baron Geddon,Cenarion Spaulders,,,DE,2023
10/18/2020,MC,Baron Geddon,Seal of the Archmagus,,,DE,2024
10/18/2020,AQ,Ouro,Ouro's Intact Hide,Bmurda,T2.5,Loot Council,2025
10/18/2020,AQ,Ouro,Skin of the Great Sandworm,Myassballs,T2.5,Loot Council,2026
10/18/2020,AQ,Ouro,Wormscale Blocker,Mnite,,Loot Council,2027
10/24/2020,AQ,Prophet Skeram,Cloak of Concentrated Hatred,Dylanger,Big Loot,Loot Council,2028
10/24/2020,AQ,Prophet Skeram,Beetle Scaled Wristguards,Wezey,NR Gear,Roll,2029
10/24/2020,AQ,Bug Trio,Guise of the Devourer,Kreation,,Roll,2030
10/24/2020,AQ,Bug Trio,Boots of the Fallen Hero,Muttadile,,Loot Council,2031
10/24/2020,AQ,Battleguard Sartura,Badge of the Swarmguard,Zaytsev,Big Loot,Loot Council,2032
10/24/2020,AQ,Battleguard Sartura,Necklace of Purity,Oneblindman,NR Gear,Roll,2033
10/24/2020,AQ,Fankriss,Barb of the Sand Reaver,Ffxivsux,,Loot Council,2034
10/24/2020,AQ,Fankriss,Silithid Carapace Chestguard,Chadwell,NR Gear,Roll,2035
10/24/2020,AQ,Huhuran,Qiraji Bindings of Command,Chadwell,T2.5,Loot Council,2036
10/24/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Myassballs,T2.5,Loot Council,2037
10/24/2020,AQ,Huhuran,Hive Defiler Wristguards,Bmurda,Big Loot,Loot Council,2038
10/24/2020,AQ,Twin Emps,Vek'lor's Diadem,Myassballs,T2.5,Loot Council,2039
10/24/2020,AQ,Twin Emps,Vek'nilash's Circlet,Carstiendook,T2.5,Loot Council,2040
10/24/2020,AQ,Twin Emps,Gloves of the Hidden Temple,Wezey,,Loot Council,2041
10/24/2020,AQ,Twin Emps,Ring of Emperor Vek'lor,Wazn,,Loot Council,2042
10/24/2020,AQ,Trash,Neretzek,Bobstank,,Roll,2043
10/24/2020,AQ,Cthun,Carapace of the Old God,Bobstank,T2.5,Loot Council,2044
10/24/2020,AQ,Cthun,Husk of the Old God,Fropriest,T2.5,Roll,2045
10/24/2020,AQ,Cthun,Gauntlets of Annihilation,Orlin,Big Loot,Loot Council,2046
10/24/2020,AQ,Cthun,Dark Storm Gauntlets,Mfjones,Big Loot,Loot Council,2047
10/24/2020,AQ,Cthun,Eye of C'Thun,Aoegrinder,,Loot Council,2048
10/24/2020,AQ,Ouro,Ouro's Intact Hide,Rockfin,T2.5,Loot Council,2049
10/24/2020,AQ,Ouro,Skin of the Great Sandworm,Ugrashi,T2.5,Roll,2050
10/24/2020,AQ,Ouro,Burrower Bracers,Fakemaster,,Roll,2051
10/24/2020,AQ,Viscidus,Qiraji Bindings of Command,Rockfin,T2.5,Loot Council,2052
10/24/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Ugrashi,T2.5,Roll,2053
10/24/2020,AQ,Viscidus,Scarab Brooch,Ugrashi,,Roll,2054
10/24/2020,MC,Lucifron,Gauntlets of Might,,,DE,2055
10/24/2020,MC,Lucifron,Choker of Enlightenment,,,DE,2056
10/24/2020,MC,Magmadar,Fire Runed Grimoire,,,DE,2057
10/24/2020,MC,Magmadar,Medallion of Steadfast Might,Mandalorien,,Loot Council,2058
10/24/2020,MC,Magmadar,Felheart Pants,,,DE,2059
10/24/2020,MC,Gehennas,Gloves of Prophecy,,,DE,2060
10/24/2020,MC,Gehennas,Giantstalker's Boots,,,DE,2061
10/24/2020,MC,Garr,Felheart Horns,,,DE,2062
10/24/2020,MC,Garr,Drillborer Disk,Rockfin,,Roll,2063
10/24/2020,MC,Garr,Aurastone Hammer,Ugrashi,,Roll,2064
10/24/2020,MC,Baron Geddon,Earthfury Epaulets,Ugrashi,,Loot Council,2065
10/24/2020,MC,Baron Geddon,Felheart Shoulder Pads,,,DE,2066
10/24/2020,MC,Shazzrah,Arcanist Gloves,,,DE,2067
10/24/2020,MC,Shazzrah,Robe of Volatile Power,Belowzero,,Loot Council,2068
10/24/2020,MC,Sulfuron,Nightslayer Shoulder Pads,,,DE,2069
10/24/2020,MC,Sulfuron,Mantle of Prophecy,,,DE,2070
10/24/2020,MC,Golemagg,Nightslayer Chestpiece,Wezey,,Loot Council,2071
10/24/2020,MC,Golemagg,Cenarion Vestments,,,DE,2072
10/24/2020,MC,Golemagg,Staff of Dominance,Aoegrinder,,Roll,2073
10/24/2020,MC,Majordomo,Cauterizing Band,Myassballs,,Loot Council,2074
10/24/2020,MC,Majordomo,Core Hound Tooth,Rockfin,,Loot Council,2075
10/24/2020,MC,Majordomo,The Eye of Divinity,,,DE,2076
10/24/2020,MC,Ragnaros,Dragonstalker's Legguards,,,DE,2077
10/24/2020,MC,Ragnaros,Stormrage Legguards,,,DE,2078
10/24/2020,MC,Ragnaros,Essence of the Pure Flame,,,DE,2079
10/24/2020,MC,Ragnaros,Onslaught Girdle,Zquirlz,Big Loot,Loot Council,2080
10/24/2020,MC,Ragnaros,Bonereaver's Edge,Mandalorien,,Roll,2081
10/25/2020,BWL,Razorgore,Bracelets of Wrath,Wazn,T2,Loot Council,2082
10/25/2020,BWL,Razorgore,Nemesis Bracers,,T2,DE,2083
10/25/2020,BWL,Razorgore,Spineshatter,Spineshatter,,Loot Council,2084
10/25/2020,BWL,Vaelastraz,Waistband of Wrath,Wazn,T2,Loot Council,2085
10/25/2020,BWL,Vaelastraz,Netherwind Belt,Fakemaster,T2,Roll,2086
10/25/2020,BWL,Vaelastraz,Helm of Endless Rage,Corpsezugzug,,Roll,2087
10/25/2020,BWL,Broodlord,Nemesis Boots,,T2,DE,2088
10/25/2020,BWL,Broodlord,Greaves of Ten Storms,,T2,DE,2089
10/25/2020,BWL,Broodlord,Black Brood Pauldrons,,,DE,2090
10/25/2020,BWL,Firemaw,Cloak of Firemaw,Wezey,,Loot Council,2091
10/25/2020,BWL,Firemaw,Taut Dragonhide Belt,,,DE,2092
10/25/2020,BWL,Ebonroc,Drake Fang Talisman,Wazn,Big Loot,Loot Council,2093
10/25/2020,BWL,Ebonroc,Netherwind Gloves,Belowzero,T2,Roll,2094
10/25/2020,BWL,Flamegor,Shroud of Pure Thought,Zamasue,,Loot Council,2095
10/25/2020,BWL,Flamegor,Ring of Blackrock,Myassballs,,Loot Council,2096
